Index|First piece|Gold|Prediction unguided|Prediction guided|BLEURT guided|BLEURT unguided|BLEURT_diff|ROUGEL guided|ROUGEL unguided|ROUGEL_diff
0|B: everyone I talk to, they says, you know, it's real easy to say that. A: we didn't damage enough of their arsenal. We damaged most of it but we should have made sure we got everything. B: Yeah, I don't think the higher ups were thinking about what this guy's going to do with the rest of his war machine.|the higher ups were thinking about what this guy's going to do with the rest of his war machine|We should have made sure we got everything.|we damaged most of it but we should have made sure we got everything|-1.294006586074829|-1.347271203994751|0.053264617919921875|0.058823529411764705|0.0|0.058823529411764705
1|To get four miles they covered twenty, and they took nearly two hours. Edward was sweating lightly when they walked into the house. Perhaps he had hoped that Hannele would be there miraculously.|Hannele would be there|Edward was sweating lightly when they walked into the house, as he was hoping that Hannele would be there miraculously.|Edward was sweating lightly when they walked into the house. Perhaps he had hoped that Hannele would be there miraculously.|-1.5054912567138672|-1.5470554828643799|0.041564226150512695|0.33333333333333337|0.33333333333333337|0.0
2|B: until they're older and then they look back. A: Yeah, it's true, um. what are some other questions they have, I'm not sure. I know my parents are growing up, I guess they never spent much time watching TV. In fact, I've never seen my mom turn on the TV,|his mom would turn on the TV|B: until they're older and then they look back. A: Yeah, it's true, um. what are some other questions they have, I'm not sure. I know my parents are growing up, I guess they never spent much time watching TV. In fact, I've never seen my mom turn on the TV,|Yeah, it's true, until they're older and then they look back.|-1.509130597114563|-1.4919459819793701|-0.01718461513519287|0.0|0.16129032258064518|-0.16129032258064518
3|The meat tea was probably the answer. A big slice of ham, or grilled bacon, or a few sausages, and they could put a few extra on Benny's plate in case she felt the need of it. Annabel could hardly believe that she had a daughter about to go to university.|Annabel had a daughter about to go to university|The meat tea was probably the answer. A big slice of ham, or grilled bacon, or a few sausages, and they could put a few extra on Benny's plate in case she felt the need of it. Annabel could hardly believe that she had a daughter about to go to university.|The meat tea was probably the answer. A big slice of ham, or grilled bacon, or a few sausages, and they could put a few extra on Benny's plate in case she felt the need of it. Annabel could hardly believe that she had a daughter about to go to university.|-1.9961466789245605|-1.9961466789245605|0.0|0.29508196721311475|0.29508196721311475|0.0
4|B: Right, I think I've seen some statistics that say that, uh, it's more expensive to kill somebody than to keep them in prison for life. A: Right because you've got all the prison expenses, plus all the legal expenses. B: Right. A: Uh, and, you know, it certainly doesn't seem to be a deterrent. Uh, for one thing because it's used so infrequently and for another thing because I honestly don't think the people that are committing the crimes that would be eligible, you know, really care.|the people that are committing the eligible crimes really care|It is more expensive to kill somebody than to keep them in prison for life.|It is more expensive to kill somebody than to keep them in prison for life.|-1.0788676738739014|-1.0788676738739014|0.0|0.0|0.0|0.0
5|Forced to listen to all those hoary chestnuts that cast me and my kind as the bad guys, and the butt of all the jokes. What arrogance, what cheek, what chutzpah! Has our charming storyteller forgotten that once upon a time the Christian world made no distinction between Jews and demons - knowing both had horns?|once upon a time the Christian world made no distinction between Jews and demons|The storyteller made a hoary chestnut that casts Jews as the bad guys and the butt of all the jokes.|Jews and demons - knowing both had horns.|-1.6900672912597656|-1.2983267307281494|-0.3917405605316162|0.2857142857142857|0.23529411764705882|0.05042016806722688
6|A: That is the way to do it. I mean, and that's, you know, at least the Air Force is, I do not know, uh, I am nervous in Dallas. I mean, you know, I mean, I go to like an aerobics class or something. And, you know, uh, seventy women in a Jazzercise class in a public, uh, parks and rec building. And you are supposed to feel safe, but then there are all these, does not matter race, but, you know, it is an inter racial mix. And you see these guys standing there watching you jump around in your leotards. B: Yeah. A: And I do not even think that way, but I mean, you just think to yourself, you just, I mean, nobody can think that it can't happen to them.|it can't happen to them|I mean, I go to like an aerobics class or something. And, you know, uh, seventy women in a Jazzercise class in a public, uh, parks and rec building. And you are supposed to feel safe, but then there are all these, does not matter race, but, you know, it is an inter racial mix. And you see these guys standing there watching you jump around in your leotards.|That is the way to do it. I mean, and that's, you know, at least the Air Force is, I do not know, uh, I am nervous in Dallas. I mean, you know, I mean, I go to like an aerobics class or something. And, you know, uh, seventy women in a Jazzercise class in a public, uh, parks and rec building. And you are supposed to feel safe, but then there are all these|-2.2121083736419678|-2.179196357727051|-0.03291201591491699|0.048780487804878044|0.026666666666666665|0.02211382113821138
7|I should think that just about everyone was having a go at everyone else by the time it ended. But I suppose you could say that it was a war that needed fighting.|it was a war that needed fighting|I should think that just about everyone was having a go at everyone else by the time it ended. But I suppose you could say that it was a war that needed fighting.|I should think that just about everyone was having a go at everyone else by the time it ended. But I suppose you could say that it was a war that needed fighting.|-0.9829152226448059|-0.9829152226448059|0.0|0.35|0.35|0.0
8|And she still didn't know what was on Luke Hunter's mind. But the day after that things began to get a little clearer. This time Reception said they had run out of vases and whatever he 'd done didn't she think it was time she forgave him?|Reception had run out of vases|Luke Hunter probably did something bad to his ex-girlfriend, Reception, and she is still mad at him.|Luke Hunter was clearly upset about something, but Reception didn't know what it was. The next day, however, she received a phone call from the front desk, saying they had run out of vases and asking her if she thought it was time to forgive him.|-1.527193307876587|-1.4777183532714844|-0.04947495460510254|0.22641509433962262|0.08333333333333333|0.14308176100628928
9|A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime, but I don't think that it really actually does that. I don't think it deters anybody, because most of the time crimes uh, are committed without any thought to the consequences|it deters somebody|A: Okay, looks like we're ready to go. Capital punishment, uh, the problem I have with capital punishment is that, uh, uh, it's supposed to be a deterrent to crime, but I don't think that it really actually does that. I don't think it deters anybody, because most of the time crimes uh, are committed without any thought to the consequences|Capital punishment does not deter crime because most crimes are committed without considering the consequences.|-0.9103698134422302|-1.6482267379760742|0.737856924533844|0.0|0.05882352941176471|-0.05882352941176471
